,Timestamp of Tweet,Tweet Text,Twitter Handle,Is Republican
3208,2020-07-21 20:01:19,"The Academy of Pediatrics made it clear: We need to get students back in classrooms.

They even went further &amp; outlined the grim impact of NOT re-opening schools: mental health issues, unreported abuse, &amp; learning deficits.

We owe it to our kids to safely re-open their schools. https://t.co/FNCuREvoml",SteveScalise,1
3209,2020-07-21 19:58:15,RT @RepDonBacon: Progressives are pushing a number of strategically irresponsible amendments to the #FY21NDAA. Rep. Pocan wants to slash th…,SteveScalise,1
3210,2020-07-21 19:48:37,RT @Kredo0: BREAKING: Top WHO Official Promotes Conspiracy Theory Website to Bolster China’s Coronavirus Disinformation Campaign -- WHO pro…,SteveScalise,1
3211,2020-07-21 17:00:35,"Biden and Pelosi want to:
– Defund the police
– Let violent left-wing mobs rule cities

@realDonaldTrump wants to:
– Keep American families safe
– Support law enforcement officers
– Protect property and businesses from looters and rioters

Embarrassing contrast for Dems. https://t.co/OaWBkigHVH",SteveScalise,1
3212,2020-07-21 14:48:23,RT @AmericaNewsroom: WATCH: @SteveScalise discusses the importance of getting children back to school in the fall amid the COVID-19 pandemi…,SteveScalise,1
3213,2020-07-21 13:33:51,"Forcing COVID patients into nursing homes &amp; killing 6,000+ seniors is bad enough.

What's even worse: Covering it up.

Cuomo STILL refuses to release which facilities were impacted by his deadly order.

Enough dodging. Victims' families deserve the truth. https://t.co/HxZb8qjvJP",SteveScalise,1
3214,2020-07-20 23:20:04,"RT @seanspicer: Rep @SteveScalise weighs in on the debate over whether or not children need to return to in-person learning --

WATCH:
@new…",SteveScalise,1
3215,2020-07-20 15:16:07,"RT @HouseGOP: “Let’s establish these protocols and then let’s go get it done.
 
We owe it to those kids.
 
There’s over 50 million kids cou…",SteveScalise,1
3216,2020-07-18 17:06:26,"🚨 An American Academy of Pediatrics' report detailed the damage done to students mentally, developmentally, &amp; educationally in just 2 months of being out of the classroom.

Kids can't afford more isolation.

We owe it to their futures to figure out how to safely re-open schools. https://t.co/d4fjmCVHYE",SteveScalise,1
3217,2020-07-18 04:27:35,"John Lewis was a legend of the civil rights movement who never stopped fighting for equality and justice for all, even in his final days. America is a more perfect union because of the blood, sweat, and tears he sacrificed. I was proud to call him a friend. https://t.co/56YvUYXS3G",SteveScalise,1
3218,2020-07-17 22:20:13,"RT @SelectGOP: If schools don't reopen, over 50 million children will be losing out, and not just on their education, @SteveScalise explain…",SteveScalise,1
3219,2020-07-17 20:42:30,"RT @RepHartzler: Students must return to the classroom this fall. 

I encourage teachers, students and parents to follow local guidelines a…",SteveScalise,1
3220,2020-07-17 19:09:35,"Today House Dems held another sham hearing on Coronavirus.

Yet they STILL refuse to investigate the thousands of nursing home deaths caused by the NY, NJ, MI, &amp; PA governors' orders.

Why? They'd rather blame @realDonaldTrump than hold a Democrat accountable.

Despicable.",SteveScalise,1
3221,2020-07-17 17:51:00,"RT @SelectGOP: Democrats blocked Republicans from calling a witness at today's Coronavirus Committee hearing.

.@SteveScalise called them o…",SteveScalise,1
3222,2020-07-17 16:53:06,"🚨 BREAKING 🚨 Dems blocked Republicans from calling a witness at today's Coronavirus Committee hearing—a complete violation of their own rules.

Some things never change in Pelosi's House. Dems only have one playbook:
1) Shut down debate
2) Attack @realDonaldTrump 
3) Repeat",SteveScalise,1
3223,2020-07-17 14:00:10,"RT @RepHartzler: My latest on Fox News: @realDonaldTrump is right to act against #China for its inhumane crimes against the Uighurs

The US…",SteveScalise,1
3224,2020-07-17 13:03:22,"Joe Biden can't even get out of his basement. What makes anyone think he can get our economy back on track after Coronavirus?

Meanwhile @realDonaldTrump proved he can turn a stagnant economy into the world's hottest economy once—and he's already doing it again. https://t.co/iYFh9tWR1D",SteveScalise,1
3225,2020-07-16 19:22:09,"RT @RepNewhouse: Earlier this year, @SteveScalise &amp; I led the #gopHEAT &amp; @westerncaucus in a call to update the environmental permitting pr…",SteveScalise,1
3226,2020-07-16 19:22:05,RT @GReschenthaler: Biden’s radical energy plan would spend $2 trillion to kill jobs and increase energy prices for hardworking Americans.…,SteveScalise,1
3227,2020-07-16 14:28:10,"Don't forget: In 2009, Biden funneled $535 million of taxpayer money into Solyndra—a scam green energy company that failed.

Now he wants to do it again. But this time with $2 TRILLION. His radical, job-killing energy plan created by Ocasio-Cortez will be Solyndra on steroids. https://t.co/qGYyWISL6M",SteveScalise,1
3228,2020-07-16 12:37:53,"New York has the highest death toll in the country and your brother's policies killed thousands of seniors in nursing homes—yet he found the time to joke about his love life on Fallon and do fake CNN interviews with you.

You should sit this one out. https://t.co/ZOyQdfGrei https://t.co/t0AqJnB43C",SteveScalise,1
3229,2020-07-16 00:50:23,"Thank you @JaniceDean for being a leader in the fight to hold Cuomo accountable for the thousands of avoidable deaths in New York nursing homes caused by his reckless policies.

America mourns your loss with you. We won’t let him get away with this. https://t.co/xIveZhZcB3",SteveScalise,1
3230,2020-07-15 23:31:38,"RT @RepMikeRogersAL: The radical left will do anything-regardless of how awful-to get their way. 

Despicable. https://t.co/exq1jsI23M",SteveScalise,1
3231,2020-07-15 18:30:39,"Good. Our allies shouldn’t be using Chinese technology. Now more than ever, we need our data protected—not spied on. https://t.co/e7qVTFnTIS",SteveScalise,1
3232,2020-07-15 16:31:25,"Unbelievable. The Los Angeles teachers union said they wouldn't go back to school unless LA defunds the police.

This isn't about kids' education or safety. It's about a left-wing agenda.

They’re holding students' futures hostage to the far-left's lunatic policies.

DISGRACEFUL. https://t.co/djpg6DVoF6",SteveScalise,1
3233,2020-07-15 16:09:09,"RT @EdLaborGOP: Republican Whip @SteveScalise speaks on reopening America's schools ⤵️

""The real question should be how to do it safely, a…",SteveScalise,1
3234,2020-07-15 14:27:48,"America found a way to get a man on the moon. We can find a way to safely get students back in classrooms.

Future generations depend on it. Letting them fall behind educationally, developmentally, and socially is not an option. https://t.co/5h8es03wGQ",SteveScalise,1
3235,2020-07-15 00:30:32,".@realDonaldTrump’s energy plan puts America first.

Joe Biden's energy plan puts giveaways to Joe Biden's crooked friends first.

It's Solyndra on steroids.",SteveScalise,1
3236,2020-07-15 00:28:54,"RT @RepMikeJohnson: .@VP joined our Congressional Delegation, @Coach_EdOrgeron, @LouisianaGov, Key members of the @whitehouse Coronavirus T…",SteveScalise,1
3237,2020-07-14 22:50:52,"Cuomo may not take protecting seniors in nursing homes from COVID-19 seriously—but @realDonaldTrump’s administration does.

Today’s announcement of increased testing for seniors and staff in nursing homes nationwide is a game changer. https://t.co/fDymNZCBFD",SteveScalise,1
3238,2020-07-14 21:42:16,"We MUST safely re-open our schools this fall.

→ Students need it to happen: their educational, developmental, and social needs depend on it.
→ Working parents need it to happen.

Getting kids back in the classroom is critical to getting America back on its feet. https://t.co/nvrvgWMoDg",SteveScalise,1
3239,2020-07-14 20:15:24,"Don't let Joe Biden tell you his energy plan is moderate. He had Rep. Alexandria Ocasio-Cortez write it—that should tell you all you need to know.

Their radical plan = higher energy costs.

Higher energy costs = a hidden tax on low income families.",SteveScalise,1
3240,2020-07-14 19:32:41,RT @RepMikeJohnson: Greeting @VP Pence in Baton Rouge with our Congressional delegation @RepAbraham @SteveScalise @RepGarretGraves @SenBill…,SteveScalise,1
3241,2020-07-14 18:59:47,"Disgusting to watch Cuomo laughing on late night TV &amp; bragging about his COVID response when he has the highest death toll in the nation—including 6,000+ seniors killed by his nursing home policies.

What a slap in the face to families who lost loved ones. https://t.co/cmPaNG1M4J",SteveScalise,1
3242,2020-07-14 15:18:10,"RT @WSJopinion: The evidence—scientific, health and economic—argues overwhelmingly for schools to open in the fall https://t.co/TxnNKolPCS",SteveScalise,1
3243,2020-07-14 13:27:03,"Excited to join @VP @Mike_Pence in Baton Rouge today to discuss the plan for safely re-opening America's schools.

It can be done—and it's absolutely critical to keeping our students on track and getting our country and economy working again. This shouldn't be a partisan issue.",SteveScalise,1
3244,2020-07-13 23:44:36,"You know Cuomo’s nursing home scandal is bad when even Democrats in the New York State Legislature are holding hearings to investigate the thousands of seniors killed on his watch.

This is just the beginning. He won’t get away with this. https://t.co/ptIvwex691",SteveScalise,1
3245,2020-07-13 21:16:33,"What a joke. Cuomo will say anything to try to pin his own COVID scandal on @realDonaldTrump.

Let’s review what happened on Cuomo’s watch:
– 6,000+ nursing home deaths
– 500% more nursing home deaths per capita than Florida
– 50%+ New York COVID deaths a result of local failures https://t.co/h7R5rfVsMY",SteveScalise,1
3246,2020-07-13 16:53:29,RT @JaniceDean: Would you like to tell my kids that their grandparents were “short term sacrifices”? This is disgusting.,SteveScalise,1
3247,2020-07-12 13:59:31,"Last week Cuomo shamelessly tried to blame nursing home staff for the thousands of deaths his own orders caused by putting out a phony report with shady data.

Republicans in Congress exposed him.

This isn’t over—we won’t stop until he’s held accountable. https://t.co/13Ivg1x2fl",SteveScalise,1
3248,2020-07-10 20:47:11,"RT @GReschenthaler: .@SteveScalise &amp; @SelectGOP continue to hold Dem Governors accountable for their grave mistakes during the pandemic.

G…",SteveScalise,1
3249,2020-07-10 17:48:01,"RT @SelectGOP: ✍️ @SteveScalise to Cuomo: “blame-shifting, name-calling and half baked data manipulations will not make the facts or the qu…",SteveScalise,1
3250,2020-07-10 14:05:01,"RT @SelectGOP: ICYMI: RM @SteveScalise ""sent a scathing letter to Democratic New York Gov. Andrew Cuomo, accusing him of producing a faulty…",SteveScalise,1
3251,2020-07-10 00:50:27,RT @SelectGOP: NEW: Cuomo keeps trying to dodge accountability for his deadly nursing home order. This half-baked report is just the latest…,SteveScalise,1
3252,2020-07-10 00:50:01,RT @RepDonBacon: Here is the senior Democrat lawmaker refusing to uphold the law and not taking a stand against violence and vandalism. Las…,SteveScalise,1
3253,2020-07-09 22:46:49,"RT @RepJamesComer: As Governor Cuomo releases flawed data and passes the buck on his own failed policies, @SteveScalise is holding his feet…",SteveScalise,1
3254,2020-07-09 21:44:20,RT @GOPoversight: NEW: @SelectGOP RM @SteveScalise dismantles the numerous flaws and highly suspicious claims in the Cuomo administration's…,SteveScalise,1
3255,2020-07-09 21:44:16,"RT @dcexaminer: EXCLUSIVE:

“In addition to being dubious on its face, this conclusion was reached through a flawed methodology.""

@SteveSc…",SteveScalise,1
3256,2020-07-09 19:55:50,Read my full letter to Cuomo here ↓ https://t.co/g1Jq2AMs2w,SteveScalise,1
3257,2020-07-09 19:55:50,"🚨🚨 NEW: I just sent a letter to Cuomo exposing his phony nursing home report.

Blaming other people and putting out flawed data to cover up the deaths caused by his own policies won’t make this go away for him.

We won’t let him get away with it.",SteveScalise,1
3258,2020-07-09 18:58:44,"RT @RepJamesComer: Absolutely shameful. Violent far-left mobs across the country are undermining the rule of law.

Members of the people's…",SteveScalise,1
3259,2020-07-09 18:38:40,RT @RepArmstrongND: It’s called vandalism. It’s a crime. It should be prosecuted.,SteveScalise,1
3260,2020-07-09 17:26:04,"The Speaker of the House is now condoning violent far-left mobs destroying cities.

Will the media ask every House Democrat if they agree with their Speaker saying violent mob rule is now acceptable in America? https://t.co/nVjyrfIHEi",SteveScalise,1
3261,2020-07-09 13:47:27,"RT @RepHartzler: As a mother and a former teacher, I know firsthand students rely on their schools for sense of purpose, vital nutrition, a…",SteveScalise,1
3262,2020-07-08 22:46:00,"RT @HouseCommerce: After ordering patients who tested positive for #COVID19 back into nursing homes, Governor Cuomo is blaming nursing home…",SteveScalise,1
3263,2020-07-08 22:16:13,It took a President like @realDonaldTrump to finally get a historic trade deal out of Mexico that puts American workers first. #USMCA is a big win. 🇺🇸🇲🇽 https://t.co/tYsDyb0eDa,SteveScalise,1
3264,2020-07-08 21:31:12,RT @RepMarkGreen: Dr. Tedros must testify under oath and provide @SelectGOP with a forthright response on the origins of this virus:,SteveScalise,1
3265,2020-07-08 21:04:09,"RT @SelectGOP: ""Until you appear under oath, America and the world will not know the origins of this crisis.""

@SteveScalise, @RepJamesCome…",SteveScalise,1
3266,2020-07-08 20:30:22,"🚨 Just sent a letter to WHO Director Tedros calling on him to testify before Congress.

Americans deserve to know why an organization we helped fund:
– Lied to Congress about China's cover up
– Peddled Chinese propaganda
– Hid the truth to shield China from accountability https://t.co/Ws61skqKIg",SteveScalise,1
3267,2020-07-08 03:03:49,RT @michaelcburgess: The Paycheck Protection Program has saved 4.5 million jobs in Texas alone by distributing over $41 billion in the form…,SteveScalise,1
3268,2020-07-08 02:59:52,"RT @LSUfootball: Rings Fit For The Best Ever

One Team. One Heartbeat. https://t.co/LoCDyA7m7U",SteveScalise,1
3269,2020-07-07 21:49:28,"RT @RepJamesComer: This is simple: China lied, the WHO complied, and Americans died.

Withdrawing the United States from the World Health O…",SteveScalise,1
3270,2020-07-06 21:15:34,We won’t let him get away with this. https://t.co/IjjkfhEodx,SteveScalise,1
3271,2020-07-06 19:24:22,"Disgusting. Cuomo’s latest “report” is just another attempt to cover up the deadly outcome of his own decision to force COVID-19 patients into nursing homes.

This from the same man who is still trying to blame the workers who cared for these seniors.

He has no shame. https://t.co/je5qEJki6H",SteveScalise,1
3272,2020-07-06 17:25:54,"Reminder: Dems in Congress would rather harass small businesses properly using Paycheck Protection Program funds to keep workers on the payroll than investigate Cuomo’s nursing home protocol violations that killed thousands of seniors.

Their priorities are telling.",SteveScalise,1
3273,2020-07-06 17:04:24,"RT @SelectGOP: ""The information released today makes it clear that both the Trump administration and America's private banks stepped up and…",SteveScalise,1
3274,2020-07-04 22:23:16,Proud to be celebrating the greatest country on earth at The White House with my family and @realDonaldTrump! Happy 4th of July! #Salute2America #ProudToBeAnAmerican 🇺🇸 https://t.co/9yxHpEYVuP,SteveScalise,1
3275,2020-07-04 12:32:54,"Happy Independence Day! I will always be proud to live in the greatest nation in the history of the world.

🇺🇸🇺🇸🇺🇸 https://t.co/gsOCIdsVe0",SteveScalise,1
3276,2020-07-03 22:06:04,RT to THANK all the law enforcement officers who are spending this 4th of July weekend serving and protecting communities across America for their sacrifice.,SteveScalise,1
3277,2020-07-02 20:10:05,"RT @SelectGOP: Without evidence, Dems accused banks in the PPP program of creating ""two-tier systems"" to ""benefit wealthy existing clients…",SteveScalise,1
3278,2020-07-02 19:23:27,"China lied. People died.

Now we have more proof the WHO lied too.

They claimed China reported Coronavirus to them—but just admitted that NEVER happened.

Tedros must step down and the WHO must completely clean house if they ever want to be trusted again. https://t.co/aBN9bk7qo6",SteveScalise,1
3279,2020-07-02 18:20:04,"🚨 WATCH: Democrat Carolyn Maloney attacks a Rear Admiral fighting Coronavirus &amp; accuses him of being ""missing in action.""

One embarrassing problem for her: He hadn't even started his post at the time she claims he was MIA.

I called her out. Our service-members deserve respect. https://t.co/ppsUnR0Qko",SteveScalise,1
3280,2020-07-02 17:19:35,"RT @Jim_Jordan: Adam Schiff wasn’t honest about his staff’s interaction with the #impeachment “whistleblower.”

It looks like he’s back to…",SteveScalise,1
3281,2020-07-02 14:12:09,"RT @SelectGOP: .@SteveScalise lays out what what everyone should know about reopening:

-No state has reached hospital capacity
-Doctors be…",SteveScalise,1
3282,2020-07-02 13:10:34,"4.8 MILLION jobs ADDED in June! The ""experts"" only expected 2.9 million.

@realDonaldTrump rebuilt America’s economy once. Now he's doing it again. 🇺🇸",SteveScalise,1
3283,2020-07-01 23:32:29,"Huge congrats to my good friend @JamesComer—just named @GOPoversight Ranking Member!

Dems will make this committee a battleground until the election. We need a fighter like Jamie in charge.

Fired up to work with him in my role as lead Republican on the Coronavirus committee! https://t.co/fD8Cwgxnub",SteveScalise,1
3284,2020-07-01 19:57:59,"RT @SelectGOP: ""The facts have not changed and they are obviously not on the Democrats' side here"" RMs @SteveScalise, @RepKevinBrady and @r…",SteveScalise,1
3285,2020-07-01 17:55:28,"RT @RepScottPerry: Yesterday, @SteveScalise joined me for a press conference on the breathtaking number of COVID-19 deaths in PA nursing ho…",SteveScalise,1
3286,2020-07-01 15:11:05,"RT @Rep_Watkins: After all our hard work on Whip @SteveScalise's Whip team getting this monumental trade deal to the finish line, #USMCA is…",SteveScalise,1
3287,2020-07-01 14:33:21,"RT @RepArrington: Today marks the beginning of a new era in American trade as #USMCA, goes into full effect.

Our ag &amp; energy producers, ma…",SteveScalise,1
3288,2020-07-01 13:32:26,"🚨 BIG DAY → @realDonaldTrump's America-First #USMCA trade deal officially goes into effect.

Winners:
🇺🇸 American workers
🇺🇸 American manufacturers
🇺🇸 American farmers
🇺🇸 American business owners
🇺🇸 American families
🇺🇸 American consumers

Losers:
❌ China",SteveScalise,1
3289,2020-06-30 22:38:21,"RT @RepRiggleman: “There she goes again.” 

You’re right, @SteveScalise",SteveScalise,1
3290,2020-06-30 22:38:18,"RT @RepArmstrongND: This bill isn’t about fixing our crumbling infrastructure, it’s about setting up @AOC’s agenda.",SteveScalise,1
3291,2020-06-30 21:04:14,"Unbelievable. Pelosi packed hundreds of billions in Green New Deal spending into a highway bill.

Just when you think she can't get more partisan, she literally says it's her way or the highway.

For Pelosi, it's all about one thing—her radical agenda.

Americans deserve better. https://t.co/VzzIiRSe2O",SteveScalise,1
3292,2020-06-30 21:01:43,"RT @EliseStefanik: 2020 has certainly been an unpredictable year. 

What NO ONE predicted was Cuomo unveiling a bizarre styrofoam Jabba mou…",SteveScalise,1
3293,2020-06-30 19:20:22,"RT @HouseGOP: Speaker Pelosi and House Democrats chose to waste this entire Congress pushing a far-left socialist agenda.

""We should be fo…",SteveScalise,1
3294,2020-06-30 18:08:45,"Another example of Pelosi putting politics over people:

Yesterday she passed a bill that will make it HARDER to develop a COVID-19 cure.

All to push more socialist wish list programs.

It's pure politics—and absolutely absurd. We should be expediting the cure, not delaying it. https://t.co/TTLgjKbNU2",SteveScalise,1
3295,2020-06-30 16:26:36,"RT @RulesReps: FLOOR ALERT: Not only did Communist China lie to the world about #coronavirus, now they're trying to steal American life-sav…",SteveScalise,1
3296,2020-06-30 15:35:44,RT @RepSmucker: Thanks to @SeemaCMS and your leadership on supporting nursing homes’ response to COVID-19. PA needs that same level of supp…,SteveScalise,1
3297,2020-06-30 14:43:20,"RT @HouseGOP: House Republicans are LIVE with @GOPLeader, @SteveScalise, @RepLizCheney, @MacTXPress and @RodneyDavis.
 
TUNE IN ↓
https://t…",SteveScalise,1
3298,2020-06-29 23:47:59,RT @RepBrianBabin: I'm disgusted with this morning's SCOTUS ruling. Not only does the Left's liberal agenda fail to preserve the lives of u…,SteveScalise,1
3299,2020-06-29 23:47:56,"RT @michaelcburgess: Disappointing news from SCOTUS today. 

This Louisiana law was about ensuring a woman has access to emergency care if…",SteveScalise,1
3300,2020-06-29 23:47:53,RT @RepLarryBucshon: Congressional Democrats refuse to come back to work as healthcare workers and other essential workers show up at their…,SteveScalise,1
3301,2020-06-29 20:00:42,"RT @RepBillJohnson: Our Constitution should not be compromised for convenience. So far, 70 Democrats have failed to show up for work, yet t…",SteveScalise,1
3302,2020-06-29 19:13:24,"RT @RepGregSteube: Speaker Pelosi’s corruption has no bounds. 

Proxy voting is an infringement upon the rights of American people and a di…",SteveScalise,1
3303,2020-06-29 19:13:18,RT @RepTedBudd: Outsourcing the duty of a member of Congress is unconstitutional and wrong. https://t.co/l3UutF9kq9,SteveScalise,1
3304,2020-06-29 19:12:22,"RT @RepGrothman: Americans are going back to work, but Nancy Pelosi has proclaimed that the House doesn’t have to… https://t.co/APnRlS606q",SteveScalise,1
3305,2020-06-29 18:22:47,"RT @GOPoversight: Nancy Pelosi is EXTENDING Dems' unconstitutional proxy voting scheme.

@GOPLeader, @SteveScalise, @RepLizCheney, @TomCole…",SteveScalise,1
3306,2020-06-29 18:18:20,"RT @RepDLamborn: Members should be in Washington voting for their constituents, not on an extended ""spring break."" I am here, where are my…",SteveScalise,1
3307,2020-06-29 17:55:11,"🚨 BREAKING → Nancy Pelosi just unilaterally extended her proxy voting scheme for ANOTHER 45 DAYS.

As Americans get back to work, Dems extend their free pass to skip work altogether while a few Members vote multiple times for districts they don't even represent.

Unbelievable.",SteveScalise,1
3308,2020-06-29 16:59:12,RT @RepBradWenstrup: This was an incredibly disappointing ruling from #SCOTUS. Each and every human – including those in the womb – have in…,SteveScalise,1
3309,2020-06-29 16:58:41,"RT @RepRWilliams: Today, the Supreme Court of the United States put the abortion industry over the health of women and unborn babies across…",SteveScalise,1
3310,2020-06-29 16:18:21,RT @RepJackBergman: “Our state public health experts paid a premium to place people infected with a wildly communicable disease in close pr…,SteveScalise,1
3311,2020-06-29 15:56:58,"RT @RepKenBuck: With this decision, #SCOTUS has ruled to put the interests of the abortion industry over the health and safety of women.",SteveScalise,1
3312,2020-06-29 15:56:56,RT @RepMikeRogersAL: I will never stop fighting for the rights of unborn children.,SteveScalise,1
3313,2020-06-29 15:01:25,"🚨 Horrible SCOTUS decision → The Supreme Court just ruled that states can't even hold abortion clinics to similar health standards as other medical centers.
 
Women and babies deserve emergency care—no matter the situation or what abortionists think.
 
We won’t quit fighting.",SteveScalise,1
3314,2020-06-29 13:36:30,".@SenatorTimScott introduced bold police reform.

But Senate Dems blocked it.
And House Dems refused to consider it and passed a partisan messaging bill instead.

Tells you how serious they are about this.

They'd rather play politics than actually fix the problem. 

Despicable. https://t.co/iI1t22JLsT",SteveScalise,1
3315,2020-06-29 13:23:11,"RT @RepWalberg: Governor Whitmer's nursing home order is ""an epic fail"" — said a Michigan Democrat. Families in our state deserve answers f…",SteveScalise,1
3316,2020-06-28 20:56:08,RT @RepJohnJoyce: Proud to join @SteveScalise to urge the Commonwealth of PA to address its nursing home policies. During the #coronavirus…,SteveScalise,1
3317,2020-06-28 17:30:48,"Radical left wing mobs now control the Democrat Party.

Proof → Democrat leaders aren't trying to stop the violence and destruction of cities—they're encouraging it.

This is all about power and winning the election for them.

Law and order must be restored. https://t.co/X1RsAIoLmr",SteveScalise,1
3318,2020-06-28 14:56:25,"Just like Cuomo, Michigan Governor Gretchen Whitmer forced COVID patients into nursing homes—killing thousands.

We don't even know how bad it really is because she's still covering up data.

@RepWalberg and I won't stop fighting for answers.

Our op-ed ↓ https://t.co/uCSMGjwJpE",SteveScalise,1
3319,2020-06-28 01:44:19,RT @JudgeJeanine: .@SteveScalise is on to discuss the debate over police reform and how citizens should stand up to their city mayors. http…,SteveScalise,1
3320,2020-06-27 22:33:17,RT @JudgeJeanine: Be sure to tune in to ‘Justice’ tonight at 9pm ET! @JaRonSmith45 @SteveScalise @MarshaBlackburn @DarrellIssa @CLewandowsk…,SteveScalise,1
3321,2020-06-26 19:50:53,"RT @RepDrewFerguson: As Chief Deputy Whip of @HouseGOP, I represented our Conference today in the end of week colloquy with @StenyHoyer.…",SteveScalise,1
3322,2020-06-26 18:55:54,"RT @HouseGOP: ""These governors are withholding information from the public and House Dems are letting them get away with it with their part…",SteveScalise,1
3323,2020-06-26 18:50:41,RT @SelectGOP: “These governors are withholding information from the public and House Democrats are letting them get away with it with thei…,SteveScalise,1
3324,2020-06-26 18:49:44,"RT @WaysandMeansGOP: ""By all accounts, New York’s handling of the crisis in its nursing homes has been a colossal failure...
 
Cuomo ignore…",SteveScalise,1
3325,2020-06-26 18:10:16,RT @RepPaulMitchell: I led my Michigan colleagues in a letter to @GovWhitmer demanding she reverse her long-term care facility COVID-19 pol…,SteveScalise,1
3326,2020-06-26 16:58:39,RT @RepDavidKustoff: My statement on the recent destruction of monuments and property across our country: https://t.co/kMParoOKgP,SteveScalise,1
3327,2020-06-26 15:43:40,"RT @HouseGOP: Democrat governors made fatal decisions to force vulnerable seniors into nursing homes, exposing them to COVID-19.
 
Grieving…",SteveScalise,1
3328,2020-06-26 14:49:40,"RT @SelectGOP: STARTING SOON: The Select Subcommittee's hearing on oversight of the federal coronavirus response

Watch live ==&gt; https://t.…",SteveScalise,1
3329,2020-06-26 14:44:18,Important thread from @RepTomReed 👇 https://t.co/nbQDLU4wl8,SteveScalise,1
3330,2020-06-26 14:44:15,"RT @RepGregPence: Defunding the police would be downright dangerous. 

I will never support that.

Those who seek to change qualified immun…",SteveScalise,1
3331,2020-06-26 14:28:39,"RT @RepMeuser: ""Democrats have prioritized politics over progress and squandered an opportunity to institute meaningful change.""

Check out…",SteveScalise,1
3332,2020-06-26 13:01:24,"🚨 Republicans are calling on attorneys general in NY, NJ, CA, PA, &amp; MI to investigate their governors' deadly nursing home policies.

No amount of stonewalling or blame-shifting will stop us from holding them accountable for these avoidable deaths.

They won't get away with it. https://t.co/x7mJ5xQ6HH",SteveScalise,1
3333,2020-06-26 02:26:59,"RT @RepArmstrongND: If there was ever a subject which needed nuanced and thoughtful deliberation, police reform is it. But today proved tha…",SteveScalise,1
3334,2020-06-26 01:01:23,"RT @SelectGOP: 🚨 NEW: Republicans call on state AGs to probe governors' deadly nursing home orders in NY, CA, MI, PA &amp; NJ🚨

Grieving famili…",SteveScalise,1
3335,2020-06-26 01:01:12,"RT @RepTomReed: Today, we helped lead the @WaysandMeansGOP hearing on Gov. Cuomo’s fatal nursing home orders and what must be done to prote…",SteveScalise,1
3336,2020-06-26 00:00:23,".@JaniceDean knows firsthand the tragedy caused by Governor Cuomo's deadly nursing home policies.

Her loved ones were among the thousands killed.

WATCH: Her story and what's being done to hold him accountable ↓ https://t.co/5YOaEGO8vC",SteveScalise,1
3337,2020-06-25 23:20:12,"The JUSTICE Act by @SenatorTimScott and @RepPeteStauber does all three:  

– Ensures equal justice
– Supports police officers who uphold their oath
– Introduces better training and accountability

But Dems blocked it.

We need real, bipartisan reform. Not more chaos and politics. https://t.co/WvZAXDKmkv",SteveScalise,1
3338,2020-06-25 23:07:22,"🚨 TONIGHT AT 8PM: @JaniceDean joins me for a virtual discussion about the tragic death of thousands of seniors—including her in laws—in New York nursing homes because of Governor Cuomo's policies.

Families like hers deserve answers.

Tune in here on Twitter!",SteveScalise,1
3339,2020-06-25 21:07:39,RT @RepSmucker: Gov. Wolf the time to address your actions of failing to protect long-term care facilities and nursing homes is now! For mo…,SteveScalise,1
3340,2020-06-25 21:07:32,"RT @dcexaminer: .@SteveScalise slams @NYGovCuomo for his ""colossal failure"" with nursing homes and for criticizing Florida's coronavirus re…",SteveScalise,1
3341,2020-06-25 20:16:14,RT @WaysandMeansGOP: Gov Cuomo is blaming long-term frontline workers for the disproportionate death of older Americans in nursing homes du…,SteveScalise,1
3342,2020-06-25 18:40:18,"Your nursing home death rate is 500% higher per capita than Florida’s.

Sit down. https://t.co/YCFx89gTCZ",SteveScalise,1
3343,2020-06-25 16:29:48,"🚨 MUST READ → New Jersey health department workers slam Governor Murphy's deadly nursing home policies:
 
“An unmitigated failure” that led to “preventable deaths.""
 
He must be held accountable. https://t.co/yX2cP4nzPK",SteveScalise,1
3344,2020-06-25 15:58:27,"RT @HouseGOP: ""By all accounts, New York’s handling of the crisis in its nursing homes has been a colossal failure...

Cuomo ignored federa…",SteveScalise,1
3345,2020-06-25 14:57:15,"Cuomo to Cuomo: “I’m wowed by what you did...I think you're the best politician in the country.""

Seriously? Thousands died in nursing homes on his watch—way more than other states.

Maybe if he was focused on that—not fake interviews with his brother—they would still be alive. https://t.co/0g6130G9Iq",SteveScalise,1
3346,2020-06-25 14:43:22,RT @RepDrewFerguson: Powerful words from @SenatorTimScott as Senate Dems blocked the #JUSTICEAct. “The actual problem is not what is being…,SteveScalise,1
3347,2020-06-25 02:39:02,"RT @RepDustyJohnson: I’m a co-sponsor of Senator Tim Scott’s JUSTICE Act. Five key components:
1. Recruiting POC into LE
2. Maintenance &amp; s…",SteveScalise,1
3348,2020-06-25 01:15:07,"RT @SelectGOP: Ranking Member @SteveScalise in the @nypost:

""We are working on behalf of New Yorkers and Americans everywhere. Cuomo has d…",SteveScalise,1
3349,2020-06-25 00:07:56,"RT @michaelcburgess: . @TimScottSC JUSTICE Act:

▶️Bans choke-holds
▶️Makes lynching a federal crime
▶️Establishes a national Police Databa…",SteveScalise,1
